biological_family,spore_size_um,spore_shape,wall_type,ornamentation,gene_ITS,genetic_cluster,gc_content,habitat_type,elevation_m,mean_temp_c,pH,conductividad_ds_m,nitrogeno_total_pct,textura_Arcillosa,textura_Arenosa,textura_Franca,textura_Limosa
Agaricaceae,129.71,2,0,2,0.0,2,47.04,3,3702.0,5.6,-0.8132422826339393,-0.8284189858026515,1.3738325389111132,0.0,0.0,0.0,1.0
Agaricaceae,95.44,1,1,2,1.0,0,48.23,1,1595.0,17.2,2.461002221404536,2.549329524913421,0.9385714299739598,0.0,1.0,0.0,0.0
Agaricaceae,127.0,2,0,0,1.0,0,46.64,0,2692.0,11.2,0.7120268962659718,-0.1461095618118501,0.2461105748466708,0.0,0.0,0.0,1.0
Agaricaceae,89.19,1,2,2,1.0,2,52.0,0,2367.0,13.0,0.45781536644932,1.4994602254600826,-0.4067810885590588,1.0,0.0,0.0,0.0
Agaricaceae,77.91,1,2,2,1.0,3,51.18,0,2262.0,13.6,0.4476469052566532,2.090935887123935,0.6418024920622648,0.0,0.0,1.0,0.0
Agaricaceae,92.61,2,0,2,1.0,2,48.51,0,2265.0,13.5,1.3424714902112678,-0.8284189858026515,2.0860779898991813,0.0,0.0,0.0,1.0
Agaricaceae,121.56,2,0,2,0.0,2,50.0,2,4182.0,3.0,-0.5488622916246216,-0.2242688456745734,0.7605100672269425,1.0,0.0,0.0,0.0
Agaricaceae,122.72,2,0,2,1.0,0,49.76,1,1833.0,15.9,-0.1624607663033108,-0.7249107450114772,0.0086954245173149,0.0,1.0,0.0,0.0
Agaricaceae,268.07,0,1,1,1.0,2,48.13,1,1932.0,15.4,-1.748740712359219,0.3566447506024247,0.6615870879230445,0.0,0.0,1.0,0.0
Agaricaceae,84.12,1,2,2,1.0,2,48.29,3,3905.0,4.5,-0.1929661498813093,-0.6826624834640591,0.166972191403552,1.0,0.0,0.0,0.0
Agaricaceae,285.97,1,1,2,0.0,2,46.15,1,1950.0,15.3,-0.4675146020832929,-0.2242688456745734,-0.3078581092551603,0.0,1.0,0.0,0.0
Agaricaceae,103.01,1,0,2,1.0,2,44.57,2,4160.0,3.1,-0.2946507618079697,-0.211594367210348,0.7011562796446034,1.0,0.0,0.0,0.0
Agaricaceae,85.39,1,0,2,1.0,0,48.82,0,2742.0,10.9,-2.5723860689651707,-0.040488907943305,1.7101706685443672,0.0,1.0,0.0,0.0
Agaricaceae,88.03,2,1,0,1.0,2,41.55,3,3417.0,7.2,-0.3048192230006356,-0.4418473926437764,-0.9211805809393304,0.0,1.0,0.0,0.0
Agaricaceae,56.59,1,2,2,1.0,2,44.36,0,2740.0,10.9,-0.5895361363952859,-0.2982033033825551,-1.3564416898764833,0.0,1.0,0.0,0.0
Agaricaceae,76.39,1,2,2,1.0,1,47.36,0,2645.0,11.5,-0.7522315154779433,0.0630193328478692,-0.0506583630650241,0.0,0.0,0.0,1.0
Agaricaceae,96.86,2,0,3,1.0,2,49.72,1,1710.0,16.6,-0.3759984513492984,1.0981017407596112,-0.5848424513060756,0.0,0.0,0.0,1.0
Agaricaceae,106.81,1,0,2,0.0,1,49.32,1,1416.0,18.2,-0.4065038349272968,-0.1165357787286574,-0.129796746508143,1.0,0.0,0.0,0.0
Agaricaceae,297.53,1,1,1,1.0,2,49.51,0,2524.0,12.1,-1.4640237989645686,0.2974971844360393,-1.0596727519647884,0.0,1.0,0.0,0.0
Agaricaceae,269.79,0,1,1,0.0,2,46.77,3,3027.0,9.4,-1.158969963184587,-0.8284189858026515,0.0878338079604331,0.0,0.0,0.0,1.0
Agaricaceae,151.89,1,1,2,1.0,1,47.6,0,2405.0,12.8,0.7018584350733051,-0.7439224627078154,-0.0902275547865835,0.0,1.0,0.0,0.0
Agaricaceae,298.21,0,1,2,0.0,2,53.57,3,3081.0,9.1,-1.2708230363039128,-0.5876038949823686,-1.099241943686348,0.0,0.0,1.0,0.0
Agaricaceae,202.19,1,1,1,1.0,2,53.5,1,1953.0,15.3,-0.396335373734631,0.1897641174901232,-0.96074977266089,1.0,0.0,0.0,0.0
Agaricaceae,226.9,0,1,2,1.0,0,51.31,0,2028.0,14.8,-1.3013284198819113,-0.6383018088392702,0.7011562796446034,0.0,1.0,0.0,0.0
Agaricaceae,156.3,0,1,1,0.0,2,41.32,1,1389.0,18.4,-1.3318338034599098,3.284449275838496,0.0878338079604331,1.0,0.0,0.0,0.0
Agaricaceae,103.17,1,0,0,1.0,2,47.22,0,2133.0,14.3,-0.0709446155693163,-0.082737169490723,-0.5848424513060756,0.0,0.0,0.0,1.0
Agaricaceae,132.02,2,0,0,1.0,2,41.73,1,1333.0,18.7,0.0815823023206751,-0.7903955504099752,0.5230949168975866,0.0,0.0,0.0,1.0
Agaricaceae,133.86,1,0,0,0.0,2,51.7,3,3305.0,7.8,0.1222561470913394,0.9058721507188592,-1.2773033064333643,0.0,0.0,1.0,0.0
Agaricaceae,268.32,1,1,1,1.0,1,44.76,2,4011.0,3.9,-0.5793676752026201,-0.2073695410556062,0.8990022382524004,0.0,0.0,0.0,1.0
Agaricaceae,72.39,2,0,3,1.0,1,44.99,0,2882.0,10.1,-1.758909173551885,-0.4798708280364526,0.6022333003407054,1.0,0.0,0.0,0.0
Agaricaceae,191.52,1,1,2,1.0,2,44.17,0,2755.0,10.8,1.0170807320459538,0.2467992705791376,0.9385714299739598,1.0,0.0,0.0,0.0
Agaricaceae,61.38,1,2,2,1.0,2,49.02,1,1670.0,16.8,0.4984892112199834,-0.7122362665472518,0.1471875955427722,0.0,0.0,0.0,1.0
Agaricaceae,104.17,1,0,2,0.0,0,49.33,0,2235.0,13.7,-0.8030738214412735,1.0241672830516295,0.8396484506700613,0.0,0.0,0.0,1.0
Agaricaceae,77.02,1,2,2,0.0,2,50.81,0,2553.0,12.0,-0.6505469035512829,0.9291086945699392,-0.32764270511594,1.0,0.0,0.0,0.0
Agaricaceae,83.18,1,2,2,0.0,2,47.76,0,2231.0,13.7,-0.9047584333679348,0.4960640137089041,-0.8618267933569914,0.0,0.0,0.0,1.0
Agaricaceae,128.06,2,1,0,1.0,2,42.69,0,2345.0,13.1,0.6815215126879733,-0.6573135265356084,3.2533691456851828,0.0,0.0,0.0,1.0
Agaricaceae,105.83,1,0,0,1.0,1,42.02,0,2571.0,11.9,-0.6200415199732844,0.7242046260649615,0.5428795127583663,0.0,0.0,1.0,0.0
Agaricaceae,141.16,2,1,2,1.0,1,46.12,1,1739.0,16.4,-0.7420630542852774,3.5780746935930505,0.8198638548092816,0.0,1.0,0.0,0.0
Agaricaceae,112.44,1,0,2,1.0,2,45.74,1,1240.0,19.2,-0.6708838259366146,-0.0468261471754177,-0.2287197258120415,0.0,0.0,1.0,0.0
Agaricaceae,125.66,2,0,0,1.0,2,47.17,3,3146.0,8.7,0.6916899738806392,-0.8284189858026515,-1.692779819509738,0.0,1.0,0.0,0.0
Agaricaceae,84.47,1,2,2,1.0,0,47.82,0,2424.0,12.7,0.6103422843393106,-0.1524468010439628,-2.20717931189001,0.0,1.0,0.0,0.0
Agaricaceae,122.48,2,1,2,1.0,2,41.45,1,1209.0,19.4,-1.1284645796065882,-0.8284189858026515,-0.96074977266089,0.0,0.0,1.0,0.0
Agaricaceae,238.95,0,1,2,1.0,2,48.8,0,2052.0,14.7,-0.9352638169459324,-0.6742128311545756,0.4043873417329084,1.0,0.0,0.0,0.0
Agaricaceae,87.15,1,0,3,1.0,2,48.37,0,2684.0,11.2,0.8747222753486283,1.1741486115449635,-0.8024730057746523,1.0,0.0,0.0,0.0
Agaricaceae,87.06,1,2,2,1.0,2,42.77,2,4070.0,3.6,1.444156102137929,-0.8284189858026515,-0.525488663723737,0.0,0.0,1.0,0.0
Agaricaceae,99.62,2,1,2,0.0,3,44.63,3,3924.0,4.4,-0.0607761543766504,0.8636238891714412,0.8396484506700613,0.0,0.0,1.0,0.0
Agaricaceae,88.2,1,2,2,0.0,2,48.67,1,1282.0,18.9,1.5458407140645902,-0.8284189858026515,-1.099241943686348,0.0,0.0,1.0,0.0
Agaricaceae,252.26,1,1,2,1.0,2,46.26,0,2368.0,13.0,-1.0471168900652594,0.3672068159892792,1.3540479430503336,0.0,1.0,0.0,0.0
Agaricaceae,237.49,1,1,2,1.0,2,46.11,1,1250.0,19.1,0.651016129109975,5.297578938572965,-0.525488663723737,0.0,0.0,0.0,1.0
Agaricaceae,168.44,1,1,2,1.0,1,49.14,1,1916.0,15.5,0.3561307545226587,-0.6932245488509137,0.7011562796446034,0.0,1.0,0.0,0.0
Agaricaceae,97.93,2,0,0,1.0,2,49.46,3,3023.0,9.4,-0.6810522871292805,0.8720735414809248,-1.4949338609019414,0.0,0.0,0.0,1.0
Agaricaceae,98.93,1,1,0,0.0,3,49.23,1,1449.0,18.0,1.1797761111286114,0.0587945066931274,0.503310321036807,0.0,0.0,1.0,0.0
Agaricaceae,135.36,1,0,2,1.0,2,49.99,1,1873.0,15.7,1.4136507185599303,0.0609069197704983,-1.0596727519647884,1.0,0.0,0.0,0.0
Agaricaceae,181.33,0,1,2,1.0,2,49.24,1,1962.0,15.2,-0.6505469035512829,-0.3911494787868747,0.6615870879230445,1.0,0.0,0.0,0.0
Agaricaceae,92.62,1,0,2,1.0,2,56.1,3,3048.0,9.2,-0.4268407573126286,-0.8284189858026515,-0.8618267933569914,0.0,0.0,1.0,0.0
Agaricaceae,119.33,1,0,3,1.0,3,45.8,3,3648.0,5.9,0.2646146037886642,-0.4524094580306308,-0.0704429589258038,0.0,0.0,1.0,0.0
Agaricaceae,125.61,2,0,0,1.0,2,45.44,2,4166.0,3.1,-0.213303072266641,-0.644639048071383,-1.1981649229902458,1.0,0.0,0.0,0.0
Agaricaceae,116.11,2,0,2,1.0,1,45.48,1,1777.0,16.2,-0.0607761543766504,-0.5685921772860305,1.4727555182150118,0.0,1.0,0.0,0.0
Agaricaceae,77.53,1,0,3,1.0,0,41.67,0,2529.0,12.1,-0.5691992140099542,-0.6383018088392702,0.6220178962014852,1.0,0.0,0.0,0.0
Agaricaceae,232.26,0,1,2,1.0,2,46.1,2,4106.0,3.4,1.8508945498445717,-0.0785123433359811,0.9781406216955192,0.0,0.0,0.0,1.0
Agaricaceae,284.78,1,1,2,1.0,2,44.98,3,3682.0,5.7,0.5594999783759804,1.1128886323012073,-0.0902275547865835,0.0,0.0,0.0,1.0
Agaricaceae,79.9,1,2,2,1.0,2,46.27,0,2531.0,12.1,1.0984284215872826,-0.3911494787868747,-0.2682889175336009,1.0,0.0,0.0,0.0
Agaricaceae,71.23,1,2,2,1.0,3,46.36,1,1365.0,18.5,0.4883207500273175,0.1327289644011091,2.0069396064560627,0.0,0.0,1.0,0.0
Agaricaceae,116.88,1,0,2,1.0,2,41.28,1,1741.0,16.4,1.3729768737892665,-0.4629715234174854,0.3846027458721287,1.0,0.0,0.0,0.0
Agaricaceae,128.31,2,0,0,1.0,1,48.89,1,1996.0,15.0,1.200113033513943,-0.1946950625913807,-0.3672118968374994,1.0,0.0,0.0,0.0
Agaricaceae,112.38,2,0,2,0.0,2,46.79,2,4147.0,3.2,-0.8640845885972704,-0.8136320942610552,-0.0308737672042444,1.0,0.0,0.0,0.0
Agaricaceae,87.96,1,2,2,1.0,2,49.96,3,3431.0,7.1,-0.4268407573126286,1.5163595300790498,1.3936171347718929,0.0,1.0,0.0,0.0
Agaricaceae,74.84,1,2,2,1.0,2,48.43,0,2553.0,12.0,0.0002346127793464,0.7749025399218632,1.314478751328774,0.0,1.0,0.0,0.0
Agaricaceae,102.79,1,0,2,1.0,2,49.97,2,4032.0,3.8,1.2712922618626057,0.4686026437030823,1.908016627152164,0.0,1.0,0.0,0.0
Agaricaceae,216.83,0,1,2,1.0,2,49.4,3,3075.0,9.1,0.1629299918620038,-0.8284189858026515,0.0482646162388743,0.0,0.0,1.0,0.0
Agaricaceae,92.33,2,1,0,1.0,2,50.49,1,1404.0,18.3,2.16611684681722,-0.8284189858026515,-2.2269639077507897,0.0,1.0,0.0,0.0
Agaricaceae,131.77,2,0,2,1.0,0,48.2,2,4095.0,3.5,0.2544461425959983,-0.8284189858026515,-0.3474273009767197,1.0,0.0,0.0,0.0
Agaricaceae,118.2,1,0,0,1.0,2,45.42,3,3087.0,9.0,1.1899445723212771,-0.0806247564133521,0.166972191403552,1.0,0.0,0.0,0.0
Agaricaceae,80.51,2,0,3,1.0,2,49.31,3,3169.0,8.6,1.566177636449922,-0.0024654725506287,-1.099241943686348,0.0,0.0,1.0,0.0
Agaricaceae,59.0,1,2,2,0.0,2,42.27,1,1260.0,19.1,-0.1014499991473148,-0.1207606048833992,0.068049212099654,1.0,0.0,0.0,0.0
Agaricaceae,125.96,2,0,2,0.0,1,46.45,3,3881.0,4.7,-0.5997045975879518,0.3904433598403591,1.452970922354232,0.0,0.0,0.0,1.0
Agaricaceae,70.67,1,2,2,1.0,0,41.69,0,2228.0,13.7,1.8813999334225708,0.1475158559427054,0.3846027458721287,0.0,0.0,0.0,1.0
Agaricaceae,60.21,1,2,2,1.0,2,45.98,3,3781.0,5.2,-0.5386938304319557,-0.8284189858026515,-0.0308737672042444,1.0,0.0,0.0,0.0
Agaricaceae,274.01,1,1,2,1.0,2,47.96,3,3892.0,4.6,0.213772297825334,2.4352592187353923,-0.7233346223315335,0.0,0.0,1.0,0.0
Agaricaceae,51.5,1,2,2,0.0,0,47.51,3,3793.0,5.1,-0.1319553827253123,-0.1270978441155119,0.1274029996819926,0.0,0.0,1.0,0.0
Agaricaceae,67.5,1,2,2,1.0,2,46.02,3,3036.0,9.3,-0.7318945930926115,0.8593990630166993,-1.4355800733196022,0.0,1.0,0.0,0.0
Agaricaceae,178.67,0,1,1,1.0,0,45.31,2,4041.0,3.8,-0.0811130767619821,-0.8284189858026515,-0.0308737672042444,0.0,0.0,1.0,0.0
Agaricaceae,123.76,1,0,2,1.0,0,50.68,3,3294.0,7.9,-0.274313839422638,0.969244543039986,1.057279005138638,1.0,0.0,0.0,0.0
Agaricaceae,115.62,2,0,2,1.0,0,46.8,1,1247.0,19.1,0.5493315171833145,0.2763730536623303,-1.316872498154924,1.0,0.0,0.0,0.0
Agaricaceae,119.35,1,1,2,1.0,3,47.74,3,3255.0,8.1,0.6916899738806392,-0.7882831373326044,0.9583560258347394,0.0,1.0,0.0,0.0
Agaricaceae,297.29,1,1,1,1.0,2,45.98,1,1673.0,16.8,-1.95210993621254,-0.6488638742261248,-2.009333353282213,0.0,0.0,1.0,0.0
Agaricaceae,110.29,1,1,2,1.0,2,52.92,1,1725.0,16.5,0.7730376634219679,-0.6699880049998338,0.6615870879230445,0.0,0.0,0.0,1.0
Agaricaceae,193.12,0,1,1,0.0,2,42.67,3,3610.0,6.1,0.1832669142473355,-0.8284189858026515,0.1076184038212128,0.0,0.0,1.0,0.0
Agaricaceae,247.28,0,1,2,1.0,0,41.01,2,4053.0,3.7,-0.7217261318999448,2.0381255601896626,0.2461105748466708,0.0,1.0,0.0,0.0
Agaricaceae,127.9,1,0,2,1.0,2,43.32,3,3986.0,4.1,-1.0471168900652594,0.1538530951748179,1.2946941554679945,0.0,1.0,0.0,0.0
Agaricaceae,110.81,2,0,2,1.0,2,49.29,3,3275.0,8.0,0.5493315171833145,-0.8284189858026515,-0.2287197258120415,0.0,0.0,0.0,1.0
Agaricaceae,145.54,1,1,2,1.0,2,43.21,1,1913.0,15.5,1.3933137961745987,-0.8284189858026515,1.4727555182150118,0.0,0.0,0.0,1.0
Agaricaceae,115.64,1,0,0,0.0,2,48.34,0,2454.0,12.5,0.6815215126879733,-0.8284189858026515,-1.099241943686348,1.0,0.0,0.0,0.0
Agaricaceae,241.99,1,1,2,1.0,2,52.33,3,3333.0,7.7,0.3662992157153246,0.0503448543836438,0.6022333003407054,0.0,0.0,1.0,0.0
Agaricaceae,244.54,1,1,2,1.0,1,47.95,3,3475.0,6.9,-0.518356908046624,-0.7122362665472518,-2.0291179491429925,0.0,0.0,1.0,0.0
Agaricaceae,121.32,1,0,2,0.0,0,50.95,1,1822.0,16.0,-0.6098730587806186,-0.1503343879665919,-1.4949338609019414,1.0,0.0,0.0,0.0
Agaricaceae,193.38,0,1,1,1.0,0,44.68,3,3939.0,4.3,0.091750763513341,3.090107272720372,0.7011562796446034,0.0,1.0,0.0,0.0
Agaricaceae,63.07,1,2,2,1.0,2,43.62,3,3562.0,6.4,-1.7284037899738864,0.652382581434351,-2.0291179491429925,1.0,0.0,0.0,0.0
Agaricaceae,104.84,2,0,2,1.0,2,49.12,0,2805.0,10.6,1.0374176544312856,-0.6467514611487539,-1.4751492650411615,0.0,0.0,0.0,1.0
Agaricaceae,70.0,1,2,2,1.0,2,43.67,2,4070.0,3.6,0.6306792067246432,-0.7312479842435899,-0.3078581092551603,1.0,0.0,0.0,0.0
Agaricaceae,54.69,1,2,2,1.0,2,54.75,2,4146.0,3.2,1.3729768737892665,1.5290340085432752,-0.5452732595845167,0.0,0.0,0.0,1.0
Agaricaceae,140.01,1,0,2,0.0,0,46.22,1,1428.0,18.1,0.2341092202106657,0.3017220105907812,0.7011562796446034,0.0,0.0,0.0,1.0
Agaricaceae,66.39,1,2,2,1.0,2,43.47,1,1274.0,19.0,-2.5723860689651707,-0.4904328934233071,-0.1891505340904821,0.0,1.0,0.0,0.0
Agaricaceae,143.12,2,1,0,1.0,2,49.13,1,1203.0,19.4,1.1391022663579469,-0.082737169490723,0.5428795127583663,0.0,0.0,1.0,0.0
Agaricaceae,117.09,2,0,2,1.0,2,47.04,3,3070.0,9.1,-1.7995830183225492,-0.8284189858026515,-0.0110891713434647,0.0,0.0,1.0,0.0
Agaricaceae,122.42,1,0,0,1.0,1,49.84,1,1845.0,15.9,-0.396335373734631,-0.8284189858026515,-0.96074977266089,0.0,0.0,1.0,0.0
Agaricaceae,205.88,1,1,2,1.0,2,44.58,3,3751.0,5.4,-0.5081884468539573,5.297578938572965,-0.8024730057746523,0.0,0.0,1.0,0.0
Agaricaceae,64.01,1,2,2,0.0,2,46.5,1,1393.0,18.3,-1.3318338034599098,1.5733946831680643,0.5428795127583663,0.0,0.0,0.0,1.0
Agaricaceae,78.42,1,0,2,1.0,0,47.43,0,2046.0,14.7,0.9865753484679556,-0.3024281295372968,-0.6441962388884147,1.0,0.0,0.0,0.0
Agaricaceae,109.33,2,0,2,1.0,2,45.89,3,3962.0,4.2,-0.5285253692392898,0.6354832768153837,-1.0003189643824493,1.0,0.0,0.0,0.0
Agaricaceae,127.5,1,0,0,1.0,2,44.28,0,2615.0,11.6,-1.6165507168545592,-0.8284189858026515,-0.4859194720021776,0.0,0.0,0.0,1.0
Agaricaceae,117.77,2,0,3,1.0,2,43.45,2,4083.0,3.5,2.0847691572758915,0.7474411699160415,1.5716784975189102,1.0,0.0,0.0,0.0
Agaricaceae,83.04,1,2,2,0.0,3,52.53,1,1923.0,15.4,0.4069730604859889,-0.8284189858026515,0.068049212099654,0.0,0.0,0.0,1.0
Agaricaceae,124.95,2,0,2,0.0,2,48.18,3,3387.0,7.4,-0.2336399946519737,-0.4714211757269689,0.0284800203780946,0.0,1.0,0.0,0.0
Agaricaceae,244.51,0,1,1,1.0,0,47.89,3,3337.0,7.6,0.7120268962659718,0.7770149529992341,0.0284800203780946,0.0,1.0,0.0,0.0
Agaricaceae,142.17,2,0,2,0.0,2,43.49,1,1853.0,15.8,0.0205715351646781,-0.6911121357735427,0.1076184038212128,0.0,1.0,0.0,0.0
Agaricaceae,199.0,1,1,2,0.0,2,45.35,3,3028.0,9.3,-2.063963009331867,-0.1207606048833992,-1.0398881561040088,0.0,0.0,0.0,1.0
Agaricaceae,84.32,1,2,2,0.0,0,47.54,3,3117.0,8.9,0.9052276589266268,1.7508373816672198,1.789309051987486,0.0,1.0,0.0,0.0
Agaricaceae,73.48,1,2,2,1.0,2,46.4,3,3239.0,8.2,-1.0877907348359237,-0.5664797642086596,-0.9805343685216696,0.0,1.0,0.0,0.0
Agaricaceae,126.5,1,0,3,0.0,1,43.25,0,2391.0,12.8,0.4781522888346517,-0.4418473926437764,1.2946941554679945,0.0,1.0,0.0,0.0
Agaricaceae,247.3,0,1,1,0.0,0,50.08,1,1520.0,17.6,0.335793832137327,-0.0848495825680939,0.8000792589485018,0.0,0.0,0.0,1.0
Agaricaceae,112.76,1,0,2,1.0,2,47.83,0,2836.0,10.4,-0.091281537954648,-0.4798708280364526,-0.0110891713434647,0.0,1.0,0.0,0.0
Agaricaceae,111.12,1,0,2,1.0,2,46.4,2,4032.0,3.8,1.0984284215872826,-0.4693087626495981,1.452970922354232,0.0,0.0,1.0,0.0
Agaricaceae,275.72,0,1,1,1.0,0,42.4,2,4024.0,3.9,1.1797761111286114,-0.8284189858026515,1.532109305797351,0.0,0.0,1.0,0.0
Agaricaceae,105.57,2,0,2,1.0,2,48.1,3,3143.0,8.7,1.627188403605919,1.1445748284617712,1.7299552644051468,1.0,0.0,0.0,0.0
Agaricaceae,93.33,2,0,0,1.0,2,46.44,3,3238.0,8.2,-1.199643807955251,-0.7544845280946698,0.8198638548092816,0.0,0.0,0.0,1.0
Agaricaceae,141.67,2,1,0,1.0,2,44.22,0,2318.0,13.3,0.27478306498133,-0.7882831373326044,-0.9013959850785508,0.0,0.0,0.0,1.0
Agaricaceae,145.66,1,1,2,1.0,3,45.28,3,3108.0,8.9,0.4273099828713215,1.0664155445990475,1.195771176164096,1.0,0.0,0.0,0.0
Agaricaceae,62.1,1,2,2,1.0,2,48.84,2,4165.0,3.1,-0.1827976886886435,-0.8284189858026515,0.6813716837838242,0.0,1.0,0.0,0.0
Agaricaceae,101.97,1,0,2,1.0,0,46.36,1,1924.0,15.4,-0.6810522871292805,0.0038717666814839,0.1274029996819926,1.0,0.0,0.0,0.0
Agaricaceae,115.71,1,0,0,0.0,2,47.76,1,1800.0,16.1,-0.3556615289639667,-0.3320019126204894,-1.949979565699874,0.0,0.0,1.0,0.0
Agaricaceae,99.56,1,1,0,0.0,3,48.05,0,2265.0,13.5,2.298306842321878,0.001759353604113,0.7209408755053831,1.0,0.0,0.0,0.0
Agaricaceae,193.72,0,1,2,1.0,2,49.51,1,1774.0,16.2,0.0714138411280083,-0.3235522603110058,0.503310321036807,0.0,0.0,0.0,1.0
Agaricaceae,124.51,1,0,2,1.0,0,50.08,3,3390.0,7.4,-0.091281537954648,-0.8136320942610552,-1.0003189643824493,0.0,0.0,1.0,0.0
Agaricaceae,105.81,1,0,2,1.0,0,45.59,3,3912.0,4.5,-0.3149876841933023,-0.7418100496304444,0.8198638548092816,0.0,1.0,0.0,0.0
Agaricaceae,180.67,1,1,2,1.0,2,49.02,0,2448.0,12.5,-0.1319553827253123,-0.6087280257560778,1.0770636009994177,0.0,0.0,0.0,1.0
Agaricaceae,286.59,0,1,1,1.0,2,45.55,1,1702.0,16.6,-1.0369484288725936,2.1733199971414003,-0.32764270511594,1.0,0.0,0.0,0.0
Agaricaceae,128.67,1,0,2,0.0,2,48.06,3,3170.0,8.6,0.9052276589266268,-0.8284189858026515,-0.4859194720021776,0.0,0.0,0.0,1.0
Agaricaceae,71.15,2,0,2,0.0,2,39.81,3,3638.0,6.0,-1.0267799676799276,-0.4143860226379546,2.3037085443677583,0.0,0.0,1.0,0.0
Agaricaceae,156.22,1,1,1,1.0,2,47.77,3,3801.0,5.1,0.5289945947979819,-0.7756086588683789,-0.8618267933569914,0.0,0.0,0.0,1.0
Agaricaceae,103.87,1,0,0,1.0,2,47.87,0,2892.0,10.1,-1.38267610942324,1.7191511855066566,-0.0506583630650241,0.0,0.0,0.0,1.0
Agaricaceae,70.62,2,0,2,1.0,1,44.98,0,2512.0,12.2,-0.6403784423586161,0.2700358144302176,-0.96074977266089,1.0,0.0,0.0,0.0
Agaricaceae,123.18,2,0,2,1.0,3,47.6,0,2477.0,12.4,0.0205715351646781,-0.7418100496304444,1.5716784975189102,0.0,0.0,0.0,1.0
Agaricaceae,123.08,2,0,3,0.0,0,48.51,3,3443.0,7.1,0.0104030739720123,0.2953847713586685,-0.6639808347491943,0.0,0.0,1.0,0.0
Agaricaceae,69.71,1,2,2,1.0,2,44.08,0,2858.0,10.3,1.7492099379179111,1.315680287728814,0.7605100672269425,0.0,0.0,1.0,0.0
Agaricaceae,91.31,1,0,3,1.0,3,51.32,0,2341.0,13.1,-0.7623999766706091,-0.7375852234757027,-1.4157954774588224,0.0,0.0,1.0,0.0
Agaricaceae,90.76,1,0,0,1.0,2,45.48,2,4053.0,3.7,0.8747222753486283,3.6329974336046944,-0.5848424513060756,0.0,1.0,0.0,0.0
Agaricaceae,165.67,1,1,2,0.0,0,48.38,3,3475.0,6.9,-0.7115576707072789,0.1792020521032687,2.956600207773487,0.0,0.0,1.0,0.0
Agaricaceae,73.4,1,2,2,1.0,2,44.23,3,3463.0,7.0,-0.8844215109826021,-0.7502597019399281,0.5230949168975866,0.0,0.0,1.0,0.0
Agaricaceae,52.69,1,2,2,0.0,2,46.93,2,4195.0,2.9,2.1559483856245545,-0.6911121357735427,0.3054643624290099,0.0,0.0,0.0,1.0
Agaricaceae,165.49,0,1,2,0.0,1,48.52,3,3294.0,7.9,0.2849515261739959,-0.7587093542494117,-0.0704429589258038,0.0,0.0,0.0,1.0
Agaricaceae,129.68,1,0,2,1.0,0,42.9,2,4091.0,3.5,0.3866361381006572,1.1952727423186729,-0.0506583630650241,0.0,0.0,1.0,0.0
Agaricaceae,84.4,2,0,2,0.0,2,47.05,1,1329.0,18.7,-0.2234715334593078,2.5197557418302288,-1.3366570940157037,0.0,0.0,0.0,1.0
Agaricaceae,142.71,2,1,0,1.0,2,49.68,3,3155.0,8.6,0.9459015036972912,0.1644151605616724,0.8792176423916207,0.0,1.0,0.0,0.0
Agaricaceae,83.64,1,2,2,1.0,2,51.58,3,3034.0,9.3,-0.5997045975879518,-0.8284189858026515,0.6220178962014852,0.0,0.0,1.0,0.0
Agaricaceae,95.25,2,0,3,0.0,0,45.53,1,1210.0,19.3,2.5118445273678667,-0.0278144294790796,-0.32764270511594,1.0,0.0,0.0,0.0
Agaricaceae,115.62,1,0,2,0.0,2,44.93,1,1911.0,15.5,-0.5895361363952859,-0.5538052857444342,-0.129796746508143,0.0,0.0,0.0,1.0
Agaricaceae,67.53,1,2,2,1.0,0,45.74,1,1545.0,17.5,-0.4166722961199627,-0.4988825457327907,-1.2377341147118053,0.0,1.0,0.0,0.0
Agaricaceae,97.84,2,0,0,0.0,3,48.64,3,3643.0,6.0,-1.0572853512579252,0.5214129706373549,-0.5057040678629573,0.0,0.0,1.0,0.0
Agaricaceae,101.0,2,0,2,1.0,0,51.49,3,3465.0,6.9,-0.6912207483219472,-0.340451564929973,2.382846927810877,0.0,1.0,0.0,0.0
Agaricaceae,196.96,0,1,1,1.0,2,45.65,0,2184.0,14.0,0.0002346127793464,1.4783360946863735,0.6813716837838242,0.0,0.0,1.0,0.0
Agaricaceae,197.22,0,1,2,1.0,1,47.43,0,2027.0,14.9,0.2036038366326681,1.8712449270773608,0.3054643624290099,0.0,0.0,0.0,1.0
Agaricaceae,131.22,1,0,2,0.0,0,50.61,1,1555.0,17.4,0.3052884485593285,0.6143591460416747,0.166972191403552,0.0,1.0,0.0,0.0
Agaricaceae,62.29,1,2,2,1.0,2,48.6,0,2992.0,9.5,0.0510769187426766,-0.8284189858026515,0.7605100672269425,0.0,0.0,1.0,0.0
Agaricaceae,113.45,2,0,3,0.0,0,46.93,0,2836.0,10.4,-0.9657692005239308,-0.8284189858026515,0.5230949168975866,0.0,0.0,0.0,1.0
Agaricaceae,91.17,2,1,0,1.0,0,44.45,0,2845.0,10.4,0.1425930694766712,-0.8284189858026515,-1.7125644153705175,0.0,1.0,0.0,0.0
